2146,,,,,
All IDs for Ezh2,Ensembl Gene IDs,Entrez IDs,HAVANA IDs,Symbols,Description
162461,ENSG00000167105,162461,OTTHUMG00000162060,TMEM92,transmembrane protein 92
162466,ENSG00000173868,162466,OTTHUMG00000161305,PHOSPHO1,"phosphatase, orphan 1"
162494,ENSG00000141314,162494,OTTHUMG00000179568,RHBDL3,"rhomboid, veinlet-like 3 (Drosophila)"
162515,ENSG00000174326,162515,OTTHUMG00000102087,SLC16A11,"solute carrier family 16, member 11 (monocarboxylic acid transporter 11)"
162517,ENSG00000177294,162517,OTTHUMG00000102062,FBXO39,F-box protein 39
162605,ENSG00000173908,162605,OTTHUMG00000133365,KRT28,keratin 28
163175,ENSG00000153902,163175,OTTHUMG00000044558,LGI4,"leucine-rich repeat LGI family, member 4"
163404,ENSG00000117598,163404,OTTHUMG00000010738,LPPR5,Lipid phosphate phosphatase-related protein type 5
163589,ENSG00000162782,163589,OTTHUMG00000035259,TDRD5,tudor domain containing 5
163702,ENSG00000185436,163702,OTTHUMG00000003036,IL28RA,"interleukin 28 receptor, alpha (interferon, lambda receptor)"
163732,ENSG00000179862,163732,OTTHUMG00000007728,CITED4,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4"
163747,ENSG00000162398,163747,OTTHUMG00000009986,C1orf177,chromosome 1 open reading frame 177
163782,ENSG00000132854,163782,OTTHUMG00000008971,KANK4,KN motif and ankyrin repeat domains 4
163933,ENSG00000183114,163933,OTTHUMG00000057491,FAM43B,"family with sequence similarity 43, member B"
164045,ENSG00000162669,164045,OTTHUMG00000010093,HFM1,"HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae)"
164127,ENSG00000178395,164127,OTTHUMG00000037987,C1orf65,chromosome 1 open reading frame 65
164237,ENSG00000168634,164237,OTTHUMG00000046333,WFDC13,WAP four-disulfide core domain 13
164284,ENSG00000198768,164284,OTTHUMG00000032845,APCDD1L,adenomatosis polyposis coli down-regulated 1-like
164312,ENSG00000125872,164312,OTTHUMG00000031825,LRRN4,leucine rich repeat neuronal 4
164395,ENSG00000131044,164395,N/A,TTLL9,"tubulin tyrosine ligase-like family, member 9"
164633,ENSG00000100314,164633,OTTHUMG00000151282,CABP7,calcium binding protein 7
164832,ENSG00000170500,164832,OTTHUMG00000130668,LONRF2,LON peptidase N-terminal domain and ring finger 2
165215,ENSG00000144369,165215,OTTHUMG00000154278,FAM171B,"family with sequence similarity 171, member B"
165257,ENSG00000144119,165257,OTTHUMG00000153271,C1QL2,"complement component 1, q subcomponent-like 2"
165679,ENSG00000196542,165679,OTTHUMG00000159073,SPTSSB,"serine palmitoyltransferase, small subunit B"
165829,ENSG00000175697,165829,OTTHUMG00000159406,GPR156,G protein-coupled receptor 156
166336,ENSG00000163637,166336,OTTHUMG00000158789,PRICKLE2,prickle homolog 2 (Drosophila)
166348,ENSG00000187715,166348,OTTHUMG00000150508,KBTBD12,kelch repeat and BTB (POZ) domain containing 12
166614,ENSG00000170390,166614,OTTHUMG00000161444,DCLK2,doublecortin-like kinase 2
166752,ENSG00000183090,166752,OTTHUMG00000161577,FREM3,FRAS1 related extracellular matrix 3
166815,ENSG00000180346,166815,OTTHUMG00000130946,TIGD2,tigger transposable element derived 2
166929,ENSG00000164023,166929,OTTHUMG00000131811,SGMS2,sphingomyelin synthase 2
166979,ENSG00000164287,166979,OTTHUMG00000131185,CDC20B,cell division cycle 20 homolog B (S. cerevisiae)
167359,ENSG00000177453,167359,OTTHUMG00000131147,NIM1,Serine/threonine-protein kinase NIM1
167826,ENSG00000177468,167826,OTTHUMG00000015657,OLIG3,oligodendrocyte transcription factor 3
168002,ENSG00000164488,168002,OTTHUMG00000016046,DACT2,"dapper, antagonist of beta-catenin, homolog 2 (Xenopus laevis)"
168455,ENSG00000253276,168455,OTTHUMG00000164150,CCDC71L,coiled-coil domain containing 71-like
168544,ENSG00000181444,168544,OTTHUMG00000157883,ZNF467,zinc finger protein 467
168667,ENSG00000164619,168667,OTTHUMG00000128675,BMPER,BMP binding endothelial regulator
169200,ENSG00000180694,169200,OTTHUMG00000157185,TMEM64,transmembrane protein 64
169611,ENSG00000185585,169611,OTTHUMG00000020663,OLFML2A,olfactomedin-like 2A
169714,ENSG00000165661,169714,OTTHUMG00000020923,QSOX2,quiescin Q6 sulfhydryl oxidase 2
170261,ENSG00000174460,170261,OTTHUMG00000022261,ZCCHC12,"zinc finger, CCHC domain containing 12"
170302,ENSG00000004848,170302,OTTHUMG00000021275,ARX,aristaless related homeobox
170463,ENSG00000130511,170463,OTTHUMG00000183362,SSBP4,single stranded DNA binding protein 4
170689,ENSG00000166106,170689,OTTHUMG00000165657,ADAMTS15,"ADAM metallopeptidase with thrombospondin type 1 motif, 15"
170690,ENSG00000145536,170690,OTTHUMG00000161663,ADAMTS16,"ADAM metallopeptidase with thrombospondin type 1 motif, 16"
170691,ENSG00000140470,170691,OTTHUMG00000149867,ADAMTS17,"ADAM metallopeptidase with thrombospondin type 1 motif, 17"
170692,ENSG00000140873,170692,OTTHUMG00000137619,ADAMTS18,"ADAM metallopeptidase with thrombospondin type 1 motif, 18"
170825,ENSG00000180613,170825,OTTHUMG00000128696,GSX2,GS homeobox 2
170850,ENSG00000171126,170850,OTTHUMG00000128604,KCNG3,"potassium voltage-gated channel, subfamily G, member 3"
171019,ENSG00000145808,171019,OTTHUMG00000128990,ADAMTS19,"ADAM metallopeptidase with thrombospondin type 1 motif, 19"
171177,ENSG00000104140,171177,OTTHUMG00000130134,RHOV,ras homolog family member V
171389,ENSG00000174885,171389,OTTHUMG00000119070,NLRP6,"NLR family, pyrin domain containing 6"
171546,ENSG00000165389,171546,OTTHUMG00000140212,SPTSSA,"serine palmitoyltransferase, small subunit A"
192668,ENSG00000205795,192668,OTTHUMG00000151703,CYS1,cystin 1
192683,ENSG00000198794,192683,OTTHUMG00000172704,SCAMP5,secretory carrier membrane protein 5
196051,ENSG00000203805,196051,OTTHUMG00000019168,PPAPDC1A,phosphatidic acid phosphatase type 2 domain containing 1A
196385,ENSG00000197653,196385,OTTHUMG00000154477,DNAH10,"dynein, axonemal, heavy chain 10"
196394,ENSG00000151743,196394,OTTHUMG00000169192,AMN1,antagonist of mitotic exit network 1 homolog (S. cerevisiae)
196500,ENSG00000139200,196500,OTTHUMG00000168664,PIANP,PILR alpha associated neural protein
196740,ENSG00000165633,196740,OTTHUMG00000018184,VSTM4,V-set and transmembrane domain containing 4
196883,ENSG00000129467,196883,OTTHUMG00000029347,ADCY4,adenylate cyclase 4
196996,ENSG00000175318,196996,OTTHUMG00000172708,GRAMD2,GRAM domain containing 2
197322,ENSG00000176715,197322,OTTHUMG00000138044,ACSF3,acyl-CoA synthetase family member 3
198437,ENSG00000171695,198437,OTTHUMG00000033021,C20orf201,chromosome 20 open reading frame 201
199731,ENSG00000105767,199731,OTTHUMG00000182735,CADM4,cell adhesion molecule 4
199964,ENSG00000143001,199964,OTTHUMG00000009991,TMEM61,transmembrane protein 61
200132,ENSG00000152760,200132,OTTHUMG00000009162,TCTEX1D1,Tctex1 domain containing 1
200150,ENSG00000180287,200150,OTTHUMG00000039867,PLD5,"phospholipase D family, member 5"
200350,ENSG00000184492,200350,OTTHUMG00000131359,FOXD4L1,forkhead box D4-like 1
200373,ENSG00000163075,200373,OTTHUMG00000153310,PCDP1,Primary ciliary dyskinesia protein 1
200403,ENSG00000168658,200403,OTTHUMG00000153104,VWA3B,von Willebrand factor A domain containing 3B
200407,ENSG00000175874,200407,OTTHUMG00000130692,CREG2,cellular repressor of E1A-stimulated genes 2
200734,ENSG00000198369,200734,OTTHUMG00000152737,SPRED2,"sprouty-related, EVH1 domain containing 2"
201161,ENSG00000166582,201161,OTTHUMG00000059345,CENPV,centromere protein V
201176,ENSG00000159314,201176,OTTHUMG00000166982,ARHGAP27,Rho GTPase activating protein 27
201181,ENSG00000187595,201181,OTTHUMG00000132073,ZNF385C,zinc finger protein 385C
201191,ENSG00000167100,201191,OTTHUMG00000161992,SAMD14,sterile alpha motif domain containing 14
201501,ENSG00000184828,201501,OTTHUMG00000180322,ZBTB7C,zinc finger and BTB domain containing 7C
201780,ENSG00000145248,201780,OTTHUMG00000102092,SLC10A4,"solute carrier family 10 (sodium/bile acid cotransporter family), member 4"
201798,ENSG00000169989,201798,OTTHUMG00000161464,TIGD4,tigger transposable element derived 4
201895,ENSG00000163683,201895,OTTHUMG00000128581,C4orf34,chromosome 4 open reading frame 34
202500,ENSG00000146221,202500,OTTHUMG00000014763,TCTE1,t-complex-associated-testis-expressed 1
203100,ENSG00000169495,203100,OTTHUMG00000164070,HTRA4,HtrA serine peptidase 4
203111,ENSG00000177459,203111,OTTHUMG00000164819,C8orf47,chromosome 8 open reading frame 47
203190,ENSG00000168481,203190,OTTHUMG00000131599,LGI3,"leucine-rich repeat LGI family, member 3"
203447,ENSG00000123572,203447,OTTHUMG00000022143,NRK,Nik related kinase
203859,ENSG00000171714,203859,OTTHUMG00000166051,ANO5,anoctamin 5
204962,ENSG00000137968,204962,OTTHUMG00000009721,SLC44A5,"solute carrier family 44, member 5"
205147,ENSG00000178171,205147,OTTHUMG00000131637,FAM123C,family with sequence similarity 123C
206338,ENSG00000172901,206338,OTTHUMG00000128890,AQPEP,Aminopeptidase Q
219287,ENSG00000165566,219287,OTTHUMG00000016602,FAM123A,family with sequence similarity 123A
219348,ENSG00000189129,219348,OTTHUMG00000018596,PLAC9,placenta-specific 9
219409,ENSG00000169840,219409,OTTHUMG00000016637,GSX1,GS homeobox 1
219539,ENSG00000166793,219539,OTTHUMG00000167138,YPEL4,yippee-like 4 (Drosophila)
219578,ENSG00000182348,219578,OTTHUMG00000131037,ZNF804B,zinc finger protein 804B
219623,ENSG00000196932,219623,OTTHUMG00000018293,TMEM26,transmembrane protein 26
219654,ENSG00000165424,219654,OTTHUMG00000018561,ZCCHC24,"zinc finger, CCHC domain containing 24"
219699,ENSG00000107731,219699,OTTHUMG00000018422,UNC5B,unc-5 homolog B (C. elegans)
219770,ENSG00000177291,219770,OTTHUMG00000017957,GJD4,"gap junction protein, delta 4, 40.1kDa"
219833,ENSG00000174370,219833,OTTHUMG00000165796,C11orf45,chromosome 11 open reading frame 45
219844,ENSG00000198331,219844,OTTHUMG00000165858,HYLS1,hydrolethalus syndrome 1
219855,ENSG00000134955,219855,OTTHUMG00000165879,SLC37A2,"solute carrier family 37 (glycerol-3-phosphate transporter), member 2"
219902,ENSG00000181264,219902,OTTHUMG00000166142,TMEM136,transmembrane protein 136
219972,ENSG00000197629,219972,OTTHUMG00000162676,MPEG1,macrophage expressed 1
219990,ENSG00000149507,219990,OTTHUMG00000167379,PLAC1L,placenta-specific 1-like
220001,ENSG00000167992,220001,OTTHUMG00000168208,VWCE,von Willebrand factor C and EGF domains
220107,ENSG00000186047,220107,OTTHUMG00000016936,DLEU7,"deleted in lymphocytic leukemia, 7"
220108,ENSG00000150510,220108,OTTHUMG00000016942,FAM124A,family with sequence similarity 124A
220164,ENSG00000206052,220164,OTTHUMG00000178688,DOK6,docking protein 6
220202,ENSG00000179774,220202,OTTHUMG00000018346,ATOH7,atonal homolog 7 (Drosophila)
220323,ENSG00000184232,220323,OTTHUMG00000166139,OAF,OAF homolog (Drosophila)
220359,ENSG00000173825,220359,OTTHUMG00000165986,TIGD3,tigger transposable element derived 3
220382,ENSG00000182103,220382,OTTHUMG00000166869,FAM181B,"family with sequence similarity 181, member B"
220416,ENSG00000173988,220416,OTTHUMG00000016866,LRRC63,leucine rich repeat containing 63
220441,ENSG00000176641,220441,OTTHUMG00000132774,RNF152,ring finger protein 152
221002,ENSG00000198915,221002,OTTHUMG00000018025,RASGEF1A,"RasGEF domain family, member 1A"
221037,ENSG00000171988,221037,OTTHUMG00000018311,JMJD1C,jumonji domain containing 1C
221061,ENSG00000148468,221061,OTTHUMG00000017732,FAM171A1,"family with sequence similarity 171, member A1"
221091,ENSG00000177363,221091,OTTHUMG00000167581,LRRN4CL,LRRN4 C-terminal like
221120,ENSG00000166199,221120,OTTHUMG00000166417,ALKBH3,"alkB, alkylation repair homolog 3 (E. coli)"
221184,ENSG00000140848,221184,OTTHUMG00000133471,CPNE2,copine II
221188,ENSG00000159618,221188,OTTHUMG00000133461,GPR114,G protein-coupled receptor 114
221303,ENSG00000183807,221303,OTTHUMG00000015446,FAM162B,"family with sequence similarity 162, member B"
221336,ENSG00000151917,221336,OTTHUMG00000014914,BEND6,BEN domain containing 6
221409,ENSG00000249481,221409,OTTHUMG00000014764,SPATS1,"spermatogenesis associated, serine-rich 1"
221662,ENSG00000112183,221662,OTTHUMG00000014306,RBM24,RNA binding motif protein 24
221687,ENSG00000180537,221687,OTTHUMG00000014280,RNF182,ring finger protein 182
221749,ENSG00000168994,221749,OTTHUMG00000014146,PXDC1,PX domain containing 1
221833,ENSG00000164651,221833,OTTHUMG00000094788,SP8,Sp8 transcription factor
221895,ENSG00000153814,221895,OTTHUMG00000128545,JAZF1,JAZF zinc finger 1
221935,ENSG00000146555,221935,OTTHUMG00000151733,SDK1,sidekick cell adhesion molecule 1
221938,ENSG00000136297,221938,OTTHUMG00000151844,MMD2,monocyte to macrophage differentiation-associated 2
221981,ENSG00000005108,221981,OTTHUMG00000152346,THSD7A,"thrombospondin, type I, domain containing 7A"
222008,ENSG00000170419,222008,OTTHUMG00000129271,VSTM2A,V-set and transmembrane domain containing 2A
222171,ENSG00000176532,222171,OTTHUMG00000128555,PRR15,proline rich 15
222223,ENSG00000164659,222223,OTTHUMG00000153995,KIAA1324L,KIAA1324-like
222389,ENSG00000165626,222389,OTTHUMG00000017699,BEND7,BEN domain containing 7
222537,ENSG00000249853,222537,OTTHUMG00000015412,HS3ST5,heparan sulfate (glucosamine) 3-O-sulfotransferase 5
222546,ENSG00000185002,222546,OTTHUMG00000015449,RFX6,"regulatory factor X, 6"
222553,ENSG00000196376,222553,OTTHUMG00000015460,SLC35F1,"solute carrier family 35, member F1"
222584,ENSG00000168143,222584,OTTHUMG00000014899,FAM83B,"family with sequence similarity 83, member B"
222663,ENSG00000146197,222663,OTTHUMG00000014562,SCUBE3,"signal peptide, CUB domain, EGF-like 3"
222865,ENSG00000166448,222865,OTTHUMG00000154419,TMEM130,transmembrane protein 130
222894,ENSG00000146618,222894,OTTHUMG00000090823,FERD3L,Fer3-like (Drosophila)
223117,ENSG00000153993,223117,OTTHUMG00000154569,SEMA3D,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D"
225689,ENSG00000181085,225689,OTTHUMG00000146450,MAPK15,mitogen-activated protein kinase 15
245806,ENSG00000170162,245806,OTTHUMG00000015451,VGLL2,vestigial like 2 (Drosophila)
245937,ENSG00000180383,245937,OTTHUMG00000159287,DEFB124,"defensin, beta 124"
245973,ENSG00000143882,245973,OTTHUMG00000090459,ATP6V1C2,"ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C2"
246176,ENSG00000132139,246176,OTTHUMG00000132953,GAS2L2,growth arrest-specific 2 like 2
252884,ENSG00000186496,252884,OTTHUMG00000132562,ZNF396,zinc finger protein 396
252995,ENSG00000160097,252995,OTTHUMG00000004015,FNDC5,fibronectin type III domain containing 5
253314,ENSG00000175766,253314,OTTHUMG00000163227,EIF4E1B,eukaryotic translation initiation factor 4E family member 1B
253559,ENSG00000175161,253559,OTTHUMG00000158990,CADM2,cell adhesion molecule 2
253650,ENSG00000180071,253650,OTTHUMG00000019950,ANKRD18A,ankyrin repeat domain 18A
253738,ENSG00000108001,253738,OTTHUMG00000019265,EBF3,early B-cell factor 3
253827,ENSG00000174099,253827,OTTHUMG00000168866,MSRB3,methionine sulfoxide reductase B3
253970,ENSG00000229415,253970,OTTHUMG00000170540,SFTA3,surfactant associated 3
254173,ENSG00000162571,254173,OTTHUMG00000000851,TTLL10,"tubulin tyrosine ligase-like family, member 10"
254251,ENSG00000178177,254251,OTTHUMG00000128538,LCORL,ligand dependent nuclear receptor corepressor-like
254427,ENSG00000148426,254427,OTTHUMG00000017673,C10orf47,chromosome 10 open reading frame 47
254783,ENSG00000197706,254783,OTTHUMG00000165162,OR6C74,"olfactory receptor, family 6, subfamily C, member 74"
254887,ENSG00000184307,254887,OTTHUMG00000159335,ZDHHC23,"zinc finger, DHHC-type containing 23"
254910,ENSG00000186207,254910,OTTHUMG00000014401,LCE5A,late cornified envelope 5A
255057,ENSG00000099625,255057,OTTHUMG00000180141,C19orf26,chromosome 19 open reading frame 26
255119,ENSG00000197826,255119,OTTHUMG00000130289,C4orf22,chromosome 4 open reading frame 22
255231,ENSG00000153898,255231,OTTHUMG00000009954,MCOLN2,mucolipin 2
255239,ENSG00000170209,255239,OTTHUMG00000167715,ANKK1,ankyrin repeat and kinase domain containing 1
255426,ENSG00000146090,255426,OTTHUMG00000130914,RASGEF1C,"RasGEF domain family, member 1C"
255631,ENSG00000171502,255631,OTTHUMG00000010629,COL24A1,"collagen, type XXIV, alpha 1"
255738,ENSG00000169174,255738,OTTHUMG00000008136,PCSK9,proprotein convertase subtilisin/kexin type 9
255743,ENSG00000168743,255743,OTTHUMG00000161189,NPNT,nephronectin
255877,ENSG00000161940,255877,OTTHUMG00000177882,BCL6B,"B-cell CLL/lymphoma 6, member B"
255928,ENSG00000143469,255928,OTTHUMG00000036652,SYT14,synaptotagmin XIV
256076,ENSG00000172752,256076,OTTHUMG00000159712,COL6A5,"collagen, type VI, alpha 5"
256297,ENSG00000168267,256297,OTTHUMG00000017815,PTF1A,"pancreas specific transcription factor, 1a"
256302,ENSG00000154035,256302,OTTHUMG00000130764,C17orf103,chromosome 17 open reading frame 103
256329,ENSG00000185522,256329,OTTHUMG00000132005,C11orf35,chromosome 11 open reading frame 35
256472,ENSG00000179292,256472,OTTHUMG00000166920,TMEM151A,transmembrane protein 151A
256536,ENSG00000176769,256536,OTTHUMG00000019276,TCERG1L,transcription elongation regulator 1-like
256586,ENSG00000140280,256586,OTTHUMG00000131804,LYSMD2,"LysM, putative peptidoglycan-binding, domain containing 2"
256933,ENSG00000183979,256933,OTTHUMG00000177983,NPB,neuropeptide B
257019,ENSG00000172159,257019,OTTHUMG00000020103,FRMD3,FERM domain containing 3
257407,ENSG00000204128,257407,OTTHUMG00000153996,C2orf72,chromosome 2 open reading frame 72
257629,ENSG00000175311,257629,OTTHUMG00000177371,ANKS4B,ankyrin repeat and sterile alpha motif domain containing 4B
259173,ENSG00000178038,259173,OTTHUMG00000128673,ALS2CL,ALS2 C-terminal like
259217,ENSG00000165868,259217,OTTHUMG00000019107,HSPA12A,heat shock 70kDa protein 12A
259232,ENSG00000102452,259232,OTTHUMG00000017295,NALCN,"sodium leak channel, non-selective"
259236,ENSG00000181585,259236,OTTHUMG00000149909,TMIE,transmembrane inner ear
260429,ENSG00000103355,260429,OTTHUMG00000177360,PRSS33,"protease, serine, 33"
260434,ENSG00000169900,260434,OTTHUMG00000132407,PYDC1,PYD (pyrin domain) containing 1
266722,ENSG00000185352,266722,OTTHUMG00000017232,HS6ST3,heparan sulfate 6-O-sulfotransferase 3
266727,ENSG00000112139,266727,OTTHUMG00000014626,MDGA1,MAM domain containing glycosylphosphatidylinositol anchor 1
266743,ENSG00000174576,266743,OTTHUMG00000167045,NPAS4,neuronal PAS domain protein 4
266977,ENSG00000153292,266977,OTTHUMG00000014795,GPR110,G protein-coupled receptor 110
280664,ENSG00000182931,280664,OTTHUMG00000130227,WFDC10B,WAP four-disulfide core domain 10B
282616,ENSG00000183709,282616,OTTHUMG00000182806,IL28A,"interleukin 28A (interferon, lambda 2)"
282617,ENSG00000197110,282617,OTTHUMG00000182805,IL28B,"interleukin 28B (interferon, lambda 3)"
282996,ENSG00000203867,282996,OTTHUMG00000019043,RBM20,RNA binding motif protein 20
283078,ENSG00000150051,283078,OTTHUMG00000017862,MKX,mohawk homeobox
283106,ENSG00000101266,283106,OTTHUMG00000031636,CSNK2A1,"casein kinase 2, alpha 1 polypeptide"
283149,ENSG00000186174,283149,OTTHUMG00000166414,BCL9L,B-cell CLL/lymphoma 9-like
283212,ENSG00000149243,283212,OTTHUMG00000133573,KLHL35,kelch-like 35 (Drosophila)
283229,ENSG00000177685,283229,OTTHUMG00000165267,EFCAB4A,EF-hand calcium binding domain 4A
283248,ENSG00000167771,283248,OTTHUMG00000150472,RCOR2,REST corepressor 2
283298,ENSG00000183801,283298,OTTHUMG00000165527,OLFML1,olfactomedin-like 1
283358,ENSG00000139044,283358,OTTHUMG00000129283,B4GALNT3,"beta-1,4-N-acetyl-galactosaminyl transferase 3"
283464,ENSG00000151233,283464,OTTHUMG00000169379,GXYLT1,glucoside xylosyltransferase 1
283514,ENSG00000215475,283514,OTTHUMG00000016862,SIAH3,siah E3 ubiquitin protein ligase family member 3
283576,ENSG00000177108,283576,OTTHUMG00000171575,ZDHHC22,"zinc finger, DHHC-type containing 22"
283638,ENSG00000099814,283638,OTTHUMG00000170763,KIAA0284,KIAA0284
283643,ENSG00000185347,283643,OTTHUMG00000170426,C14orf80,chromosome 14 open reading frame 80
283659,ENSG00000166450,283659,OTTHUMG00000172591,PRTG,protogenin
283677,ENSG00000183324,283677,OTTHUMG00000172549,C15orf60,chromosome 15 open reading frame 60
283849,ENSG00000179044,283849,OTTHUMG00000137508,EXOC3L1,exocyst complex component 3-like 1
283870,ENSG00000182685,283870,OTTHUMG00000128831,BRICD5,chromosome 16 open reading frame 79
283871,ENSG00000184207,283871,OTTHUMG00000177047,PGP,phosphoglycolate phosphatase
283948,ENSG00000257108,283948,OTTHUMG00000047857,NHLRC4,NHL repeat containing 4
283985,ENSG00000172782,283985,OTTHUMG00000179188,FADS6,"fatty acid desaturase domain family, member 6"
283987,ENSG00000167861,283987,OTTHUMG00000166490,HID1,chromosome 17 open reading frame 28
283991,ENSG00000185262,283991,OTTHUMG00000132666,FAM100B,"family with sequence similarity 100, member B"
283999,ENSG00000204278,283999,OTTHUMG00000170345,TMEM235,transmembrane protein 235
284013,ENSG00000182853,284013,OTTHUMG00000177898,VMO1,vitelline membrane outer layer 1 homolog (chicken)
284018,ENSG00000186665,284018,OTTHUMG00000179782,C17orf58,chromosome 17 open reading frame 58
284067,ENSG00000231256,284067,OTTHUMG00000180890,C17orf105,chromosome 17 open reading frame 105
284071,ENSG00000180336,284071,OTTHUMG00000153039,C17orf104,chromosome 17 open reading frame 104
284076,ENSG00000170703,284076,OTTHUMG00000156978,TTLL6,"tubulin tyrosine ligase-like family, member 6"
284111,ENSG00000141485,284111,OTTHUMG00000102052,SLC13A5,"solute carrier family 13 (sodium-dependent citrate transporter), member 5"
284114,ENSG00000181284,284114,OTTHUMG00000132901,TMEM102,transmembrane protein 102
284119,ENSG00000177469,284119,OTTHUMG00000180137,PTRF,polymerase I and transcript release factor
284186,ENSG00000185332,284186,OTTHUMG00000177905,TMEM105,transmembrane protein 105
284207,ENSG00000176845,284207,OTTHUMG00000177771,METRNL,"meteorin, glial cell differentiation regulator-like"
284217,ENSG00000101680,284217,OTTHUMG00000133478,LAMA1,"laminin, alpha 1"
284252,ENSG00000134504,284252,OTTHUMG00000131947,KCTD1,potassium channel tetramerisation domain containing 1
284273,ENSG00000180011,284273,OTTHUMG00000132858,ZADH2,zinc binding alcohol dehydrogenase domain containing 2
284297,ENSG00000179954,284297,OTTHUMG00000180855,SSC5D,scavenger receptor cysteine rich domain containing (5 domains)
284339,ENSG00000167619,284339,OTTHUMG00000177694,TMEM145,transmembrane protein 145
284366,ENSG00000213022,284366,OTTHUMG00000183087,KLK9,kallikrein-related peptidase 9
284422,ENSG00000095932,284422,OTTHUMG00000180761,C19orf77,chromosome 19 open reading frame 77
284467,ENSG00000184599,284467,OTTHUMG00000012020,FAM19A3,"family with sequence similarity 19 (chemokine (C-C motif)-like), member A3"
284565,ENSG00000243452,284565,OTTHUMG00000013634,NBPF15,"neuroblastoma breakpoint family, member 15"
284612,ENSG00000143028,284612,OTTHUMG00000010969,SYPL2,synaptophysin-like 2
284615,ENSG00000181039,284615,OTTHUMG00000013740,ANKRD34A,ankyrin repeat domain 34A
284654,ENSG00000169218,284654,OTTHUMG00000004321,RSPO1,R-spondin 1
284656,ENSG00000183317,284656,OTTHUMG00000004325,EPHA10,EPH receptor A10
284677,ENSG00000188004,284677,OTTHUMG00000035430,C1orf204,chromosome 1 open reading frame 204
284716,ENSG00000177181,284716,OTTHUMG00000007335,RIMKLA,ribosomal modification protein rimK-like family member A
284756,ENSG00000176659,284756,OTTHUMG00000032880,C20orf197,chromosome 20 open reading frame 197
284904,ENSG00000133488,284904,OTTHUMG00000151258,SEC14L4,SEC14-like 4 (S. cerevisiae)
285016,ENSG00000189292,285016,OTTHUMG00000151366,FAM150B,"family with sequence similarity 150, member B"
285093,ENSG00000188011,285093,OTTHUMG00000151341,CXXC11,CXXC finger protein 11
285095,ENSG00000216921,285095,OTTHUMG00000151374,AC131097.4,Uncharacterized protein
285175,ENSG00000144406,285175,OTTHUMG00000132963,UNC80,unc-80 homolog (C. elegans)
285180,ENSG00000188282,285180,OTTHUMG00000155235,RUFY4,RUN and FYVE domain containing 4
285220,ENSG00000080224,285220,OTTHUMG00000159208,EPHA6,EPH receptor A6
285313,ENSG00000152580,285313,OTTHUMG00000159856,IGSF10,"immunoglobulin superfamily, member 10"
285382,ENSG00000187068,285382,OTTHUMG00000156696,C3orf70,chromosome 3 open reading frame 70
285489,ENSG00000175920,285489,OTTHUMG00000122087,DOK7,docking protein 7
285513,ENSG00000185477,285513,OTTHUMG00000161044,GPRIN3,GPRIN family member 3
285533,ENSG00000145428,285533,OTTHUMG00000161557,RNF175,ring finger protein 175
285555,ENSG00000163116,285555,OTTHUMG00000131009,STPG2,sperm-tail PG-rich repeat containing 2
285601,ENSG00000178015,285601,OTTHUMG00000121170,GPR150,G protein-coupled receptor 150
285671,ENSG00000164197,285671,OTTHUMG00000162278,RNF180,ring finger protein 180
285704,ENSG00000174136,285704,OTTHUMG00000162745,RGMB,"RGM domain family, member B"
285800,ENSG00000176381,285800,OTTHUMG00000167034,PRR18,proline rich 18
285888,ENSG00000146910,285888,OTTHUMG00000151353,CNPY1,canopy 1 homolog (zebrafish)
286077,ENSG00000180921,286077,OTTHUMG00000133559,FAM83H,"family with sequence similarity 83, member H"
286097,ENSG00000155970,286097,OTTHUMG00000096965,EFHA2,"EF-hand domain family, member A2"
286122,ENSG00000177335,286122,OTTHUMG00000164771,C8orf31,chromosome 8 open reading frame 31
286183,ENSG00000185942,286183,OTTHUMG00000164361,NKAIN3,Na+/K+ transporting ATPase interacting 3
286336,ENSG00000126882,286336,OTTHUMG00000020821,FAM78A,"family with sequence similarity 78, member A"
286343,ENSG00000153714,286343,OTTHUMG00000019557,LURAP1L,leucine rich adaptor protein 1-like
317649,ENSG00000163412,317649,OTTHUMG00000158797,EIF4E3,eukaryotic translation initiation factor 4E family member 3
317761,ENSG00000179008,317761,OTTHUMG00000140332,C14orf39,chromosome 14 open reading frame 39
317762,ENSG00000205476,317762,OTTHUMG00000171506,CCDC85C,coiled-coil domain containing 85C
326340,ENSG00000182223,326340,OTTHUMG00000102093,ZAR1,zygote arrest 1
326624,ENSG00000172794,326624,OTTHUMG00000134282,RAB37,"RAB37, member RAS oncogene family"
333926,ENSG00000155367,333926,OTTHUMG00000012019,PPM1J,"protein phosphatase, Mg2+/Mn2+ dependent, 1J"
333929,ENSG00000185669,333929,OTTHUMG00000173243,SNAI3,snail homolog 3 (Drosophila)
337876,ENSG00000198108,337876,OTTHUMG00000163043,CHSY3,chondroitin sulfate synthase 3
338557,ENSG00000186188,338557,OTTHUMG00000034409,O3FAR1,omega-3 fatty acid receptor 1
338596,ENSG00000148488,338596,OTTHUMG00000017748,ST8SIA6,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6"
