2353,,,,,
All IDs for CfosEtoh01,Ensembl Gene IDs,Entrez IDs,HAVANA IDs,Symbols,Description
1175,ENSG00000042753,1175,OTTHUMG00000183437,AP2S1,"adaptor-related protein complex 2, sigma 1 subunit"
1185,ENSG00000011021,1185,OTTHUMG00000002299,CLCN6,"chloride channel, voltage-sensitive 6"
1186,ENSG00000103249,1186,OTTHUMG00000044467,CLCN7,"chloride channel, voltage-sensitive 7"
1191,ENSG00000120885,1191,OTTHUMG00000102114,CLU,clusterin
1192,ENSG00000213719,1192,OTTHUMG00000031103,CLIC1,chloride intracellular channel 1
1193,ENSG00000155962,1193,OTTHUMG00000022660,CLIC2,chloride intracellular channel 2
1195,ENSG00000013441,1195,OTTHUMG00000132784,CLK1,CDC-like kinase 1
1198,ENSG00000179335,1198,OTTHUMG00000141320,CLK3,CDC-like kinase 3
1200,ENSG00000166340,1200,OTTHUMG00000133404,TPP1,tripeptidyl peptidase I
1201,ENSG00000188603,1201,OTTHUMG00000097024,CLN3,"ceroid-lipofuscinosis, neuronal 3"
1212,ENSG00000175416,1212,OTTHUMG00000130662,CLTB,"clathrin, light chain B"
1232,ENSG00000183625,1232,OTTHUMG00000133484,CCR3,chemokine (C-C motif) receptor 3
1244,ENSG00000023839,1244,OTTHUMG00000018895,ABCC2,"ATP-binding cassette, sub-family C (CFTR/MRP), member 2"
1263,ENSG00000173846,1263,OTTHUMG00000008491,PLK3,polo-like kinase 3
1264,ENSG00000130176,1264,OTTHUMG00000182033,CNN1,"calponin 1, basic, smooth muscle"
1265,ENSG00000064666,1265,OTTHUMG00000172729,CNN2,calponin 2
1269,ENSG00000188822,1269,OTTHUMG00000013892,CNR2,cannabinoid receptor 2 (macrophage)
1272,ENSG00000018236,1272,OTTHUMG00000169362,CNTN1,contactin 1
1277,ENSG00000108821,1277,OTTHUMG00000148674,COL1A1,"collagen, type I, alpha 1"
1289,ENSG00000130635,1289,OTTHUMG00000020891,COL5A1,"collagen, type V, alpha 1"
1294,ENSG00000114270,1294,OTTHUMG00000133541,COL7A1,"collagen, type VII, alpha 1"
1295,ENSG00000144810,1295,OTTHUMG00000148669,COL8A1,"collagen, type VIII, alpha 1"
1303,ENSG00000111799,1303,OTTHUMG00000015051,COL12A1,"collagen, type XII, alpha 1"
1307,ENSG00000084636,1307,OTTHUMG00000003883,COL16A1,"collagen, type XVI, alpha 1"
1308,ENSG00000065618,1308,OTTHUMG00000018998,COL17A1,"collagen, type XVII, alpha 1"
1310,ENSG00000082293,1310,OTTHUMG00000014987,COL19A1,"collagen, type XIX, alpha 1"
1312,ENSG00000093010,1312,OTTHUMG00000150529,COMT,catechol-O-methyltransferase
1316,ENSG00000067082,1316,OTTHUMG00000017567,KLF6,Kruppel-like factor 6
1326,ENSG00000107968,1326,OTTHUMG00000017889,MAP3K8,mitogen-activated protein kinase kinase kinase 8
1339,ENSG00000156885,1339,OTTHUMG00000132463,COX6A2,cytochrome c oxidase subunit VIa polypeptide 2
1346,ENSG00000161281,1346,OTTHUMG00000048144,COX7A1,cytochrome c oxidase subunit VIIa polypeptide 1 (muscle)
1350,ENSG00000127184,1350,OTTHUMG00000119049,COX7C,cytochrome c oxidase subunit VIIc
1351,ENSG00000176340,1351,OTTHUMG00000167785,COX8A,cytochrome c oxidase subunit VIIIA (ubiquitous)
1356,ENSG00000047457,1356,OTTHUMG00000159563,CP,ceruloplasmin (ferroxidase)
1361,ENSG00000080618,1361,OTTHUMG00000016867,CPB2,carboxypeptidase B2 (plasma)
1363,ENSG00000109472,1363,OTTHUMG00000150252,CPE,carboxypeptidase E
1366,ENSG00000181885,1366,OTTHUMG00000178005,CLDN7,claudin 7
1368,ENSG00000135678,1368,OTTHUMG00000169300,CPM,carboxypeptidase M
1380,ENSG00000117322,1380,OTTHUMG00000036307,CR2,complement component (3d/Epstein Barr virus) receptor 2
1382,ENSG00000143320,1382,OTTHUMG00000041300,CRABP2,cellular retinoic acid binding protein 2
1388,ENSG00000213676,1388,OTTHUMG00000031296,ATF6B,activating transcription factor 6 beta
1389,ENSG00000111269,1389,OTTHUMG00000168704,CREBL2,cAMP responsive element binding protein-like 2
1396,ENSG00000213145; ENSG00000213145,1396; 1396,OTTHUMG00000029908; OTTHUMG00000029908,CRIP1; CRIP1,N/A
1396,ENSG00000213145; ENSG00000213145,1396; 1396,OTTHUMG00000029908; OTTHUMG00000029908,CRIP1; CRIP1,N/A
1398,ENSG00000167193,1398,OTTHUMG00000090317,CRK,v-crk sarcoma virus CT10 oncogene homolog (avian)
1410,ENSG00000109846,1410,OTTHUMG00000166885,CRYAB,"crystallin, alpha B"
1420,ENSG00000163254,1420,OTTHUMG00000132942,CRYGC,"crystallin, gamma C"
1428,ENSG00000103316,1428,OTTHUMG00000090707,CRYM,"crystallin, mu"
1429,ENSG00000116791,1429,OTTHUMG00000009620,CRYZ,"crystallin, zeta (quinone reductase)"
1436,ENSG00000182578,1436,OTTHUMG00000130050,CSF1R,colony stimulating factor 1 receptor
1437,ENSG00000164400,1437,OTTHUMG00000059637,CSF2,colony stimulating factor 2 (granulocyte-macrophage)
1440,ENSG00000108342,1440,OTTHUMG00000133247,CSF3,colony stimulating factor 3 (granulocyte)
1441,ENSG00000119535,1441,OTTHUMG00000008010,CSF3R,colony stimulating factor 3 receptor (granulocyte)
1444,ENSG00000136488; ENSG00000136488,1444; 1444,OTTHUMG00000171947; OTTHUMG00000171947,CSH1; CSH1,chorionic somatomammotropin hormone 1 (placental lactogen)
1444,ENSG00000136488; ENSG00000136488,1444; 1444,OTTHUMG00000171947; OTTHUMG00000171947,CSH1; CSH1,chorionic somatomammotropin hormone 1 (placental lactogen)
1452,ENSG00000113712,1452,OTTHUMG00000163463,CSNK1A1,"casein kinase 1, alpha 1"
1460,ENSG00000204435,1460,OTTHUMG00000177888,CSNK2B,"casein kinase 2, beta polypeptide"
1462,ENSG00000038427,1462,OTTHUMG00000131321,VCAN,versican
1465,ENSG00000159176,1465,OTTHUMG00000035773,CSRP1,cysteine and glycine-rich protein 1
1474,ENSG00000175315,1474,OTTHUMG00000166750,CST6,cystatin E/M
1475,ENSG00000121552,1475,OTTHUMG00000159488,CSTA,cystatin A (stefin A)
1486,ENSG00000117151,1486,OTTHUMG00000009922,CTBS,"chitobiase, di-N-acetyl-"
1490,ENSG00000118523,1490,OTTHUMG00000015573,CTGF,connective tissue growth factor
1495,ENSG00000044115,1495,OTTHUMG00000163502,CTNNA1,"catenin (cadherin-associated protein), alpha 1, 102kDa"
1497,ENSG00000040531,1497,OTTHUMG00000090693,CTNS,"cystinosin, lysosomal cystine transporter"
1510,ENSG00000196188,1510,OTTHUMG00000036121,CTSE,cathepsin E
1520,ENSG00000163131,1520,OTTHUMG00000035010,CTSS,cathepsin S
1523,ENSG00000257923,1523,OTTHUMG00000157129,CUX1,cut-like homeobox 1
1525,ENSG00000154639,1525,OTTHUMG00000074508,CXADR,coxsackie virus and adenovirus receptor
1528,ENSG00000166347,1528,OTTHUMG00000132843,CYB5A,cytochrome b5 type A (microsomal)
1537,ENSG00000179091,1537,OTTHUMG00000165242,CYC1,cytochrome c-1
1540,ENSG00000083799,1540,OTTHUMG00000173404,CYLD,cylindromatosis (turban tumor syndrome)
1545,ENSG00000138061,1545,OTTHUMG00000100970,CYP1B1,"cytochrome P450, family 1, subfamily B, polypeptide 1"
1555,ENSG00000197408,1555,OTTHUMG00000182714,CYP2B6,"cytochrome P450, family 2, subfamily B, polypeptide 6"
1562,ENSG00000108242,1562,OTTHUMG00000018796,CYP2C18,"cytochrome P450, family 2, subfamily C, polypeptide 18"
1571,ENSG00000130649,1571,OTTHUMG00000019322,CYP2E1,"cytochrome P450, family 2, subfamily E, polypeptide 1"
1577,ENSG00000106258,1577,OTTHUMG00000156724,CYP3A5,"cytochrome P450, family 3, subfamily A, polypeptide 5"
1580,ENSG00000142973,1580,OTTHUMG00000007984,CYP4B1,"cytochrome P450, family 4, subfamily B, polypeptide 1"
1591,ENSG00000019186,1591,OTTHUMG00000032773,CYP24A1,"cytochrome P450, family 24, subfamily A, polypeptide 1"
1604,ENSG00000196352,1604,OTTHUMG00000036255,CD55,"CD55 molecule, decay accelerating factor for complement (Cromer blood group)"
1605,ENSG00000173402,1605,OTTHUMG00000156869,DAG1,dystroglycan 1 (dystrophin-associated glycoprotein 1)
1606,ENSG00000065357,1606,OTTHUMG00000170109,DGKA,"diacylglycerol kinase, alpha 80kDa"
1608,ENSG00000058866,1608,OTTHUMG00000156617,DGKG,"diacylglycerol kinase, gamma 90kDa"
1610,ENSG00000110887,1610,OTTHUMG00000169360,DAO,D-amino-acid oxidase
1612,ENSG00000196730,1612,OTTHUMG00000020150,DAPK1,death-associated protein kinase 1
1613,ENSG00000167657,1613,OTTHUMG00000181825,DAPK3,death-associated protein kinase 3
1627,ENSG00000113758,1627,OTTHUMG00000130856,DBN1,drebrin 1
1628,ENSG00000105516,1628,OTTHUMG00000183319,DBP,D site of albumin promoter (albumin D-box) binding protein
1632,ENSG00000167969,1632,OTTHUMG00000128830,ECI1,enoyl-CoA delta isomerase 1
1636,ENSG00000159640,1636,OTTHUMG00000154927,ACE,angiotensin I converting enzyme (peptidyl-dipeptidase A) 1
1638,ENSG00000080166,1638,OTTHUMG00000017206,DCT,"dopachrome tautomerase (dopachrome delta-isomerase, tyrosine-related protein 2)"
1643,ENSG00000134574,1643,N/A,DDB2,"damage-specific DNA binding protein 2, 48kDa"
1647,ENSG00000116717,1647,OTTHUMG00000009374,GADD45A,"growth arrest and DNA-damage-inducible, alpha"
1649,ENSG00000175197,1649,OTTHUMG00000170046,DDIT3,DNA-damage-inducible transcript 3
1657,ENSG00000172869,1657,OTTHUMG00000128898,DMXL1,Dmx-like 1
1662,ENSG00000178105,1662,OTTHUMG00000166540,DDX10,DEAD (Asp-Glu-Ala-Asp) box polypeptide 10
1666,ENSG00000104325,1666,OTTHUMG00000163829,DECR1,"2,4-dienoyl CoA reductase 1, mitochondrial"
1676,ENSG00000160049,1676,OTTHUMG00000001909,DFFA,"DNA fragmentation factor, 45kDa, alpha polypeptide"
1677,ENSG00000169598,1677,OTTHUMG00000003525,DFFB,"DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase)"
1716,ENSG00000114956,1716,OTTHUMG00000129819,DGUOK,deoxyguanosine kinase
1718,ENSG00000116133,1718,OTTHUMG00000009989,DHCR24,24-dehydrocholesterol reductase
1719,ENSG00000228716,1719,OTTHUMG00000162529,DHFR,dihydrofolate reductase
1723,ENSG00000102967,1723,OTTHUMG00000178093,DHODH,dihydroorotate dehydrogenase (quinone)
1729,ENSG00000131504,1729,OTTHUMG00000149893,DIAPH1,diaphanous homolog 1 (Drosophila)
1734,ENSG00000211448,1734,OTTHUMG00000171443,DIO2,"deiodinase, iodothyronine, type II"
1742,ENSG00000132535,1742,OTTHUMG00000134327,DLG4,"discs, large homolog 4 (Drosophila)"
1743,ENSG00000119689,1743,OTTHUMG00000171483,DLST,dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)
1745,ENSG00000144355,1745,OTTHUMG00000073951,DLX1,distal-less homeobox 1
1746,ENSG00000115844,1746,OTTHUMG00000132276,DLX2,distal-less homeobox 2
1748,ENSG00000108813,1748,OTTHUMG00000161839,DLX4,distal-less homeobox 4
1755,ENSG00000187908,1755,OTTHUMG00000019185,DMBT1,deleted in malignant brain tumors 1
1760,ENSG00000104936,1760,OTTHUMG00000182334,DMPK,dystrophia myotonica-protein kinase
1774,ENSG00000013563,1774,OTTHUMG00000033188,DNASE1L1,deoxyribonuclease I-like 1
1776,ENSG00000163687,1776,OTTHUMG00000159153,DNASE1L3,deoxyribonuclease I-like 3
1780,ENSG00000158560,1780,OTTHUMG00000153983,DYNC1I1,"dynein, cytoplasmic 1, intermediate chain 1"
1781,ENSG00000077380,1781,OTTHUMG00000154061,DYNC1I2,"dynein, cytoplasmic 1, intermediate chain 2"
1787,ENSG00000107614,1787,OTTHUMG00000017745,TRDMT1,tRNA aspartic acid methyltransferase 1
1793,ENSG00000150760,1793,OTTHUMG00000019249,DOCK1,dedicator of cytokinesis 1
1795,ENSG00000088538,1795,OTTHUMG00000156892,DOCK3,dedicator of cytokinesis 3
1797,ENSG00000204348,1797,OTTHUMG00000031272,DOM3Z,dom-3 homolog Z (C. elegans)
1802,ENSG00000132768,1802,OTTHUMG00000008295,DPH2,DPH2 homolog (S. cerevisiae)
1803,ENSG00000197635,1803,OTTHUMG00000132056,DPP4,dipeptidyl-peptidase 4
1813,ENSG00000149295,1813,OTTHUMG00000167717,DRD2,dopamine receptor D2
1822,ENSG00000111676,1822,OTTHUMG00000169015,ATN1,atrophin 1
1824,ENSG00000134755,1824,OTTHUMG00000131981,DSC2,desmocollin 2
1825,ENSG00000134762,1825,OTTHUMG00000179622,DSC3,desmocollin 3
1826,ENSG00000171587,1826,OTTHUMG00000086732,DSCAM,Down syndrome cell adhesion molecule
1827,ENSG00000159200,1827,OTTHUMG00000086235,RCAN1,regulator of calcineurin 1
1830,ENSG00000134757,1830,OTTHUMG00000131985,DSG3,desmoglein 3
1832,ENSG00000096696,1832,OTTHUMG00000014212,DSP,desmoplakin
1836,ENSG00000155850,1836,OTTHUMG00000130054,SLC26A2,"solute carrier family 26 (sulfate transporter), member 2"
1838,ENSG00000138101,1838,OTTHUMG00000152129,DTNB,"dystrobrevin, beta"
1839,ENSG00000113070,1839,OTTHUMG00000129496,HBEGF,heparin-binding EGF-like growth factor
1843,ENSG00000120129,1843,OTTHUMG00000130523,DUSP1,dual specificity phosphatase 1
1844,ENSG00000158050,1844,OTTHUMG00000130456,DUSP2,dual specificity phosphatase 2
1845,ENSG00000108861,1845,OTTHUMG00000180889,DUSP3,dual specificity phosphatase 3
1846,ENSG00000120875,1846,OTTHUMG00000133395,DUSP4,dual specificity phosphatase 4
1847,ENSG00000138166,1847,OTTHUMG00000019040,DUSP5,dual specificity phosphatase 5
1848,ENSG00000139318,1848,OTTHUMG00000169912,DUSP6,dual specificity phosphatase 6
1849,ENSG00000164086,1849,OTTHUMG00000157819,DUSP7,dual specificity phosphatase 7
1855,ENSG00000107404,1855,OTTHUMG00000003069,DVL1,"dishevelled, dsh homolog 1 (Drosophila)"
1856,ENSG00000004975,1856,OTTHUMG00000102155,DVL2,"dishevelled, dsh homolog 2 (Drosophila)"
1859,ENSG00000157540,1859,OTTHUMG00000086657,DYRK1A,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A
1871,ENSG00000112242,1871,OTTHUMG00000016389,E2F3,E2F transcription factor 3
1879,ENSG00000164330,1879,OTTHUMG00000130304,EBF1,early B-cell factor 1
1891,ENSG00000104823,1891,OTTHUMG00000182609,ECH1,"enoyl CoA hydratase 1, peroxisomal"
1893,ENSG00000143369,1893,OTTHUMG00000012806,ECM1,extracellular matrix protein 1
1894,ENSG00000114346,1894,OTTHUMG00000156762,ECT2,epithelial cell transforming sequence 2 oncogene
1901,ENSG00000170989,1901,OTTHUMG00000010835,S1PR1,sphingosine-1-phosphate receptor 1
1907,ENSG00000127129,1907,OTTHUMG00000006362,EDN2,endothelin 2
1909,ENSG00000151617,1909,OTTHUMG00000161354,EDNRA,endothelin receptor type A
1912,ENSG00000134686,1912,OTTHUMG00000004133,PHC2,polyhomeotic homolog 2 (Drosophila)
1915,ENSG00000156508,1915,OTTHUMG00000015031,EEF1A1,eukaryotic translation elongation factor 1 alpha 1
1917,ENSG00000101210,1917,OTTHUMG00000033076,EEF1A2,eukaryotic translation elongation factor 1 alpha 2
1938,ENSG00000167658,1938,OTTHUMG00000181790,EEF2,eukaryotic translation elongation factor 2
1942,ENSG00000169242,1942,OTTHUMG00000035312,EFNA1,ephrin-A1
1946,ENSG00000184349,1946,OTTHUMG00000128741,EFNA5,ephrin-A5
1951,ENSG00000008300,1951,OTTHUMG00000133544,CELSR3,"cadherin, EGF LAG seven-pass G-type receptor 3 (flamingo homolog, Drosophila)"
1953,ENSG00000162591,1953,OTTHUMG00000000611,MEGF6,multiple EGF-like-domains 6
1955,ENSG00000106780,1955,OTTHUMG00000021039,MEGF9,multiple EGF-like-domains 9
1958,ENSG00000120738,1958,OTTHUMG00000129197,EGR1,early growth response 1
1959,ENSG00000122877,1959,OTTHUMG00000018308,EGR2,early growth response 2
1962,ENSG00000113790,1962,OTTHUMG00000156698,EHHADH,"enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase"
1964,ENSG00000173674,1964,OTTHUMG00000022704,EIF1AX,"eukaryotic translation initiation factor 1A, X-linked"
1965,ENSG00000134001,1965,OTTHUMG00000029800,EIF2S1,"eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa"
1967,ENSG00000111361,1967,OTTHUMG00000168696,EIF2B1,"eukaryotic translation initiation factor 2B, subunit 1 alpha, 26kDa"
1968,ENSG00000130741,1968,OTTHUMG00000021262,EIF2S3,"eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa"
1969,ENSG00000142627,1969,OTTHUMG00000009527,EPHA2,EPH receptor A2
1977,ENSG00000151247,1977,OTTHUMG00000161090,EIF4E,eukaryotic translation initiation factor 4E
1983,ENSG00000100664,1983,OTTHUMG00000171839,EIF5,eukaryotic translation initiation factor 5
1992,ENSG00000021355,1992,OTTHUMG00000014124,SERPINB1,"serpin peptidase inhibitor, clade B (ovalbumin), member 1"
1997,ENSG00000120690,1997,OTTHUMG00000016783,ELF1,E74-like factor 1 (ets domain transcription factor)
1998,ENSG00000109381,1998,OTTHUMG00000133383,ELF2,E74-like factor 2 (ets domain transcription factor)
2004,ENSG00000111145,2004,OTTHUMG00000170364,ELK3,"ELK3, ETS-domain protein (SRF accessory protein 2)"
2005,ENSG00000158711,2005,OTTHUMG00000037221,ELK4,"ELK4, ETS-domain protein (SRF accessory protein 1)"
2006,ENSG00000049540,2006,OTTHUMG00000150229,ELN,elastin
2012,ENSG00000134531,2012,OTTHUMG00000168775,EMP1,epithelial membrane protein 1
2014,ENSG00000142227,2014,OTTHUMG00000183196,EMP3,epithelial membrane protein 3
2017,ENSG00000085733,2017,OTTHUMG00000134307,CTTN,cortactin
2023,ENSG00000074800,2023,OTTHUMG00000001773,ENO1,"enolase 1, (alpha)"
2027,ENSG00000108515,2027,OTTHUMG00000099394,ENO3,"enolase 3 (beta, muscle)"
2029,ENSG00000143420,2029,OTTHUMG00000035004,ENSA,endosulfine alpha
2030,ENSG00000112759,2030,OTTHUMG00000014759,SLC29A1,"solute carrier family 29 (nucleoside transporters), member 1"
2035,ENSG00000159023,2035,OTTHUMG00000003644,EPB41,"erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked)"
2038,ENSG00000166947,2038,OTTHUMG00000130701,EPB42,erythrocyte membrane protein band 4.2
2040,ENSG00000148175,2040,OTTHUMG00000020590,STOM,stomatin
2044,ENSG00000145242,2044,OTTHUMG00000129273,EPHA5,EPH receptor A5
2047,ENSG00000154928,2047,OTTHUMG00000159804,EPHB1,EPH receptor B1
2048,ENSG00000133216,2048,OTTHUMG00000002881,EPHB2,EPH receptor B2
2051,ENSG00000106123,2051,OTTHUMG00000155707,EPHB6,EPH receptor B6
2055,ENSG00000182372,2055,OTTHUMG00000090343,CLN8,"ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)"
2063,ENSG00000160113,2063,OTTHUMG00000182728,NR2F6,"nuclear receptor subfamily 2, group F, member 6"
2065,ENSG00000065361,2065,OTTHUMG00000170140,ERBB3,v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)
2067,ENSG00000012061,2067,OTTHUMG00000182121,ERCC1,"excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence)"
2069,ENSG00000124882,2069,OTTHUMG00000130005,EREG,epiregulin
2077,ENSG00000105722,2077,OTTHUMG00000182788,ERF,Ets2 repressor factor
2107,ENSG00000120705,2107,OTTHUMG00000129199,ETF1,eukaryotic translation termination factor 1
2109,ENSG00000105379,2109,OTTHUMG00000182903,ETFB,"electron-transfer-flavoprotein, beta polypeptide"
2110,ENSG00000171503,2110,OTTHUMG00000161684,ETFDH,electron-transferring-flavoprotein dehydrogenase
2113,ENSG00000134954,2113,OTTHUMG00000165799,ETS1,v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)
2114,ENSG00000157557,2114,OTTHUMG00000090769,ETS2,v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)
2115,ENSG00000006468,2115,OTTHUMG00000152403,ETV1,ets variant 1
2117,ENSG00000117036,2117,OTTHUMG00000034298,ETV3,ets variant 3
2118,ENSG00000175832,2118,OTTHUMG00000180884,ETV4,ets variant 4
2119,ENSG00000244405,2119,OTTHUMG00000156639,ETV5,ets variant 5
2121,ENSG00000072840,2121,OTTHUMG00000090427,EVC,Ellis van Creveld syndrome
2123,ENSG00000126860,2123,OTTHUMG00000159306,EVI2A,ecotropic viral integration site 2A
2124,ENSG00000185862,2124,OTTHUMG00000132869,EVI2B,ecotropic viral integration site 2B
2130,ENSG00000182944,2130,OTTHUMG00000151107,EWSR1,Ewing sarcoma breakpoint region 1
2131,ENSG00000182197,2131,OTTHUMG00000059718,EXT1,exostosin 1
2132,ENSG00000151348,2132,OTTHUMG00000166498,EXT2,exostosin 2
2134,ENSG00000158008,2134,OTTHUMG00000007509,EXTL1,exostoses (multiple)-like 1
2137,ENSG00000012232,2137,OTTHUMG00000102146,EXTL3,exostoses (multiple)-like 3
2138,ENSG00000104313,2138,OTTHUMG00000149894,EYA1,eyes absent homolog 1 (Drosophila)
2147,ENSG00000180210,2147,OTTHUMG00000150344,F2,coagulation factor II (thrombin)
2149,ENSG00000181104,2149,OTTHUMG00000131299,F2R,coagulation factor II (thrombin) receptor
2150,ENSG00000164251,2150,OTTHUMG00000102118,F2RL1,coagulation factor II (thrombin) receptor-like 1
2151,ENSG00000164220,2151,OTTHUMG00000102119,F2RL2,coagulation factor II (thrombin) receptor-like 2
2152,ENSG00000117525,2152,OTTHUMG00000010716,F3,"coagulation factor III (thromboplastin, tissue factor)"
2153,ENSG00000198734,2153,OTTHUMG00000034595,F5,"coagulation factor V (proaccelerin, labile factor)"
2157,ENSG00000185010,2157,OTTHUMG00000022688,F8,"coagulation factor VIII, procoagulant component"
2171,ENSG00000164687,2171,OTTHUMG00000134313,FABP5,fatty acid binding protein 5 (psoriasis-associated)
2177,ENSG00000144554,2177,OTTHUMG00000128670,FANCD2,"Fanconi anemia, complementation group D2"
2180,ENSG00000151726,2180,OTTHUMG00000160547,ACSL1,acyl-CoA synthetase long-chain family member 1
2181,ENSG00000123983,2181,OTTHUMG00000133160,ACSL3,acyl-CoA synthetase long-chain family member 3
2185,ENSG00000120899,2185,OTTHUMG00000102082,PTK2B,PTK2B protein tyrosine kinase 2 beta
2186,ENSG00000171634,2186,OTTHUMG00000132254,BPTF,bromodomain PHD finger transcription factor
2188,ENSG00000183161,2188,OTTHUMG00000166070,FANCF,"Fanconi anemia, complementation group F"
2191,ENSG00000078098,2191,OTTHUMG00000153890,FAP,"fibroblast activation protein, alpha"
2193,ENSG00000179115,2193,OTTHUMG00000180569,FARSA,"phenylalanyl-tRNA synthetase, alpha subunit"
2195,ENSG00000083857,2195,OTTHUMG00000160320,FAT1,FAT tumor suppressor homolog 1 (Drosophila)
2196,ENSG00000086570,2196,OTTHUMG00000130126,FAT2,FAT tumor suppressor homolog 2 (Drosophila)
2197,ENSG00000149806,2197,OTTHUMG00000165606,FAU,Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed
