23512,,,,,
All IDs for Suz12,Ensembl Gene IDs,Entrez IDs,HAVANA IDs,Symbols,Description
57554,ENSG00000033122,57554,OTTHUMG00000059194,LRRC7,leucine rich repeat containing 7
57569,ENSG00000137727,57569,OTTHUMG00000166590,ARHGAP20,Rho GTPase activating protein 20
57575,ENSG00000138650,57575,OTTHUMG00000161301,PCDH10,protocadherin 10
57585,ENSG00000007545,57585,OTTHUMG00000074087,CRAMP1L,"Crm, cramped-like (Drosophila)"
57597,ENSG00000171282,57597,OTTHUMG00000177953,BAHCC1,BAH domain and coiled-coil containing 1
57666,ENSG00000112787,57666,OTTHUMG00000167991,FBRSL1,fibrosin-like 1
57698,ENSG00000187164,57698,OTTHUMG00000019114,KIAA1598,KIAA1598
57699,ENSG00000124772,57699,OTTHUMG00000014602,CPNE5,copine V
57710,ENSG00000135835,57710,OTTHUMG00000035183,KIAA1614,KIAA1614
57731,ENSG00000160460,57731,OTTHUMG00000182592,SPTBN4,"spectrin, beta, non-erythrocytic 4"
57732,ENSG00000159733,57732,OTTHUMG00000160292,ZFYVE28,"zinc finger, FYVE domain containing 28"
57795,ENSG00000198797,57795,OTTHUMG00000034953,FAM5B,"family with sequence similarity 5, member B"
57864,ENSG00000119457,57864,OTTHUMG00000020513,SLC46A2,"solute carrier family 46, member 2"
58157,ENSG00000165553,58157,OTTHUMG00000171558,NGB,neuroglobin
58191,ENSG00000161921,58191,OTTHUMG00000090761,CXCL16,chemokine (C-X-C motif) ligand 16
58495,ENSG00000125850,58495,OTTHUMG00000031960,OVOL2,ovo-like 2 (Drosophila)
58512,ENSG00000116544,58512,OTTHUMG00000004049,DLGAP3,"discs, large (Drosophila) homolog-associated protein 3"
58524,ENSG00000064218,58524,OTTHUMG00000019436,DMRT3,doublesex and mab-3 related transcription factor 3
59271,ENSG00000166979,59271,OTTHUMG00000064922,EVA1C,"family with sequence similarity 176, member C"
59277,ENSG00000074527,59277,OTTHUMG00000170290,NTN4,netrin 4
59335,ENSG00000130711,59335,OTTHUMG00000020808,PRDM12,PR domain containing 12
59336,ENSG00000112238,59336,OTTHUMG00000015269,PRDM13,PR domain containing 13
59352,ENSG00000133067,59352,OTTHUMG00000041383,LGR6,leucine-rich repeat containing G protein-coupled receptor 6
60484,ENSG00000132702,60484,OTTHUMG00000033205,HAPLN2,hyaluronan and proteoglycan link protein 2
60495,ENSG00000172987,60495,OTTHUMG00000018880,HPSE2,heparanase 2
60529,ENSG00000052850,60529,OTTHUMG00000166557,ALX4,ALX homeobox 4
60598,ENSG00000124249,60598,OTTHUMG00000032544,KCNK15,"potassium channel, subfamily K, member 15"
60675,ENSG00000163421,60675,OTTHUMG00000158809,PROK2,prokineticin 2
63876,ENSG00000165495,63876,OTTHUMG00000165884,PKNOX2,PBX/knotted 1 homeobox 2
63950,ENSG00000142700,63950,OTTHUMG00000007884,DMRTA2,DMRT-like family A2
63973,ENSG00000178403,63973,OTTHUMG00000132907,NEUROG2,neurogenin 2
63976,ENSG00000142611,63976,OTTHUMG00000000581,PRDM16,PR domain containing 16
64067,ENSG00000151322,64067,OTTHUMG00000140215,NPAS3,neuronal PAS domain protein 3
64084,ENSG00000158258,64084,OTTHUMG00000160139,CLSTN2,calsyntenin 2
64094,ENSG00000112562,64094,OTTHUMG00000016050,SMOC2,SPARC related modular calcium binding 2
64097,ENSG00000129595,64097,OTTHUMG00000162902,EPB41L4A,erythrocyte membrane protein band 4.1 like 4A
64101,ENSG00000128594,64101,OTTHUMG00000157563,LRRC4,leucine rich repeat containing 4
64211,ENSG00000089116,64211,OTTHUMG00000169552,LHX5,LIM homeobox 5
64221,ENSG00000154134,64221,OTTHUMG00000165934,ROBO3,"roundabout, axon guidance receptor, homolog 3 (Drosophila)"
64236,ENSG00000120913,64236,OTTHUMG00000164270,PDLIM2,PDZ and LIM domain 2 (mystique)
64283,ENSG00000214944,64283,OTTHUMG00000162454,ARHGEF28,Rho guanine nucleotide exchange factor (GEF) 28
64321,ENSG00000164736,64321,OTTHUMG00000164377,SOX17,SRY (sex determining region Y)-box 17
64399,ENSG00000164161,64399,OTTHUMG00000161428,HHIP,hedgehog interacting protein
64426,ENSG00000111707,64426,OTTHUMG00000168884,SUDS3,suppressor of defective silencing 3 homolog (S. cerevisiae)
64478,ENSG00000183117,64478,OTTHUMG00000163605,CSMD1,CUB and Sushi multiple domains 1
64601,ENSG00000215305,64601,OTTHUMG00000031714,VPS16,vacuolar protein sorting 16 homolog (S. cerevisiae)
64641,ENSG00000221818,64641,OTTHUMG00000163838,EBF2,early B-cell factor 2
64711,ENSG00000162040,64711,OTTHUMG00000047860,HS3ST6,heparan sulfate (glucosamine) 3-O-sulfotransferase 6
64773,ENSG00000132635,64773,OTTHUMG00000031716,PCED1A,PC-esterase domain containing 1A
64788,ENSG00000103227,64788,OTTHUMG00000047848,LMF1,lipase maturation factor 1
64843,ENSG00000159556,64843,OTTHUMG00000143723,ISL2,ISL LIM homeobox 2
64866,ENSG00000163814,64866,OTTHUMG00000133090,CDCP1,CUB domain containing protein 1
65012,ENSG00000135502,65012,OTTHUMG00000128505,SLC26A10,"solute carrier family 26, member 10"
65263,ENSG00000104524,65263,OTTHUMG00000157010,PYCRL,pyrroline-5-carboxylate reductase-like
78986,ENSG00000133878,78986,OTTHUMG00000163961,DUSP26,dual specificity phosphatase 26 (putative)
79022,ENSG00000134291,79022,OTTHUMG00000169892,TMEM106C,transmembrane protein 106C
79083,ENSG00000115648,79083,OTTHUMG00000133298,MLPH,melanophilin
79187,ENSG00000105255,79187,OTTHUMG00000181881,FSD1,fibronectin type III and SPRY domain containing 1
79191,ENSG00000177508,79191,OTTHUMG00000133200,IRX3,iroquois homeobox 3
79192,ENSG00000170549,79192,OTTHUMG00000161632,IRX1,iroquois homeobox 1
79258,ENSG00000142606,79258,OTTHUMG00000000846,MMEL1,membrane metallo-endopeptidase-like 1
79365,ENSG00000123095,79365,OTTHUMG00000169174,BHLHE41,"basic helix-loop-helix family, member e41"
79595,ENSG00000136715,79595,OTTHUMG00000131571,SAP130,"Sin3A-associated protein, 130kDa"
79654,ENSG00000126107,79654,OTTHUMG00000008587,HECTD3,HECT domain containing E3 ubiquitin protein ligase 3
79705,ENSG00000154237,79705,OTTHUMG00000165514,LRRK1,leucine-rich repeat kinase 1
79733,ENSG00000129173,79733,OTTHUMG00000166102,E2F8,E2F transcription factor 8
79750,ENSG00000151789,79750,OTTHUMG00000130484,ZNF385D,zinc finger protein 385D
79763,ENSG00000063241,79763,OTTHUMG00000180830,ISOC2,isochorismatase domain containing 2
79772,ENSG00000175471,79772,OTTHUMG00000162742,MCTP1,"multiple C2 domains, transmembrane 1"
79776,ENSG00000091656,79776,OTTHUMG00000164557,ZFHX4,zinc finger homeobox 4
79825,ENSG00000114654,79825,OTTHUMG00000158996,CCDC48,coiled-coil domain containing 48
79836,ENSG00000175556,79836,OTTHUMG00000022262,LONRF3,LON peptidase N-terminal domain and ring finger 3
79890,ENSG00000100599,79890,OTTHUMG00000171198,RIN3,Ras and Rab interactor 3
79895,ENSG00000104043,79895,OTTHUMG00000172368,ATP8B4,"ATPase, class I, type 8B, member 4"
79927,ENSG00000197245,79927,OTTHUMG00000007537,FAM110D,"family with sequence similarity 110, member D"
79962,ENSG00000178401,79962,OTTHUMG00000169487,DNAJC22,"DnaJ (Hsp40) homolog, subfamily C, member 22"
79987,ENSG00000165124,79987,OTTHUMG00000020482,SVEP1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
80000,ENSG00000141449,80000,OTTHUMG00000178892,GREB1L,growth regulation by estrogen in breast cancer-like
80135,ENSG00000117133,80135,OTTHUMG00000009857,RPF1,ribosome production factor 1 homolog (S. cerevisiae)
80139,ENSG00000183779,80139,OTTHUMG00000164001,ZNF703,zinc finger protein 703
80148,ENSG00000122490,80148,OTTHUMG00000132921,PQLC1,PQ loop repeat containing 1
80235,ENSG00000119227,80235,OTTHUMG00000155522,PIGZ,"phosphatidylinositol glycan anchor biosynthesis, class Z"
80309,ENSG00000153820,80309,OTTHUMG00000153584,SPHKAP,"SPHK1 interactor, AKAP domain containing"
80326,ENSG00000135925,80326,OTTHUMG00000133085,WNT10A,"wingless-type MMTV integration site family, member 10A"
80328,ENSG00000131015,80328,OTTHUMG00000015803,ULBP2,UL16 binding protein 2
80329,ENSG00000111981,80329,OTTHUMG00000015810,ULBP1,UL16 binding protein 1
80333,ENSG00000185774,80333,OTTHUMG00000128557,KCNIP4,Kv channel interacting protein 4
80352,ENSG00000204618,80352,OTTHUMG00000031288,RNF39,ring finger protein 39
80712,ENSG00000123576,80712,OTTHUMG00000022125,ESX1,ESX homeobox 1
80731,ENSG00000144229,80731,OTTHUMG00000153590,THSD7B,"thrombospondin, type I, domain containing 7B"
80763,ENSG00000134548,80763,OTTHUMG00000169134,C12orf39,chromosome 12 open reading frame 39
80816,ENSG00000141431,80816,OTTHUMG00000178395,ASXL3,additional sex combs like 3 (Drosophila)
80896,ENSG00000135838,80896,OTTHUMG00000035321,NPL,N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase)
81029,ENSG00000111186,81029,OTTHUMG00000090375,WNT5B,"wingless-type MMTV integration site family, member 5B"
81035,ENSG00000158270,81035,OTTHUMG00000178145,COLEC12,collectin sub-family member 12
81544,ENSG00000158555,81544,OTTHUMG00000165484,GDPD5,glycerophosphodiester phosphodiesterase domain containing 5
81615,ENSG00000152128,81615,OTTHUMG00000131713,TMEM163,transmembrane protein 163
81616,ENSG00000130377,81616,OTTHUMG00000180754,ACSBG2,acyl-CoA synthetase bubblegum family member 2
81621,ENSG00000107821,81621,OTTHUMG00000018918,KAZALD1,Kazal-type serine peptidase inhibitor domain 1
81786,ENSG00000146054,81786,OTTHUMG00000130963,TRIM7,tripartite motif containing 7
83394,ENSG00000091622,83394,OTTHUMG00000102039,PITPNM3,PITPNM family member 3
83482,ENSG00000170616,83482,OTTHUMG00000165229,SCRT1,"scratch homolog 1, zinc finger protein (Drosophila)"
83550,ENSG00000165370,83550,OTTHUMG00000022521,GPR101,G protein-coupled receptor 101
83593,ENSG00000136653,83593,OTTHUMG00000036343,RASSF5,Ras association (RalGDS/AF-6) domain family member 5
83715,ENSG00000187017,83715,OTTHUMG00000000753,ESPN,espin
83741,ENSG00000008197,83741,OTTHUMG00000014832,TFAP2D,transcription factor AP-2 delta (activating enhancer binding protein 2 delta)
83850,ENSG00000158220,83850,OTTHUMG00000147354,ESYT3,extended synaptotagmin-like protein 3
83857,ENSG00000133687,83857,OTTHUMG00000169324,TMTC1,transmembrane and tetratricopeptide repeat containing 1
83938,ENSG00000148655,83938,OTTHUMG00000018532,C10orf11,chromosome 10 open reading frame 11
83959,ENSG00000088836,83959,OTTHUMG00000031740,SLC4A11,"solute carrier family 4, sodium borate transporter, member 11"
84069,ENSG00000187583,84069,OTTHUMG00000040756,PLEKHN1,"pleckstrin homology domain containing, family N member 1"
84079,ENSG00000105186,84079,OTTHUMG00000180225,ANKRD27,ankyrin repeat domain 27 (VPS9 domain)
84102,ENSG00000136052,84102,OTTHUMG00000156965,SLC41A2,"solute carrier family 41, member 2"
84107,ENSG00000174963,84107,OTTHUMG00000037281,ZIC4,Zic family member 4
84225,ENSG00000141497,84225,OTTHUMG00000090760,ZMYND15,"zinc finger, MYND-type containing 15"
84258,ENSG00000213023,84258,OTTHUMG00000183064,SYT3,synaptotagmin III
84260,ENSG00000139437,84260,OTTHUMG00000169281,TCHP,"trichoplein, keratin filament binding"
84265,ENSG00000121851,84265,OTTHUMG00000013739,POLR3GL,polymerase (RNA) III (DNA directed) polypeptide G (32kD)-like
84309,ENSG00000168101,84309,OTTHUMG00000129471,NUDT16L1,nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1
84314,ENSG00000179029,84314,OTTHUMG00000166276,TMEM107,transmembrane protein 107
84366,ENSG00000159182,84366,OTTHUMG00000159899,PRAC,prostate cancer susceptibility candidate
84435,ENSG00000197177,84435,OTTHUMG00000019304,GPR123,G protein-coupled receptor 123
84448,ENSG00000163995,84448,OTTHUMG00000057427,ABLIM2,"actin binding LIM protein family, member 2"
84465,ENSG00000157890,84465,OTTHUMG00000133175,MEGF11,multiple EGF-like-domains 11
84498,ENSG00000112584,84498,OTTHUMG00000016080,FAM120B,family with sequence similarity 120B
84504,ENSG00000148826,84504,OTTHUMG00000019294,NKX6-2,NK6 homeobox 2
84618,ENSG00000116981,84618,OTTHUMG00000009244,NT5C1A,"5'-nucleotidase, cytosolic IA"
84629,ENSG00000182095,84629,OTTHUMG00000151831,TNRC18,trinucleotide repeat containing 18
84630,ENSG00000146216,84630,OTTHUMG00000014725,TTBK1,tau tubulin kinase 1
84634,ENSG00000116014,84634,OTTHUMG00000181900,KISS1R,KISS1 receptor
84684,ENSG00000168348,84684,OTTHUMG00000140223,INSM2,insulinoma-associated 2
84709,ENSG00000137463,84709,OTTHUMG00000161325,MGARP,mitochondria-localized glutamic acid-rich protein
84752,ENSG00000237172,84752,OTTHUMG00000173315,B3GNT9,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9"
84858,ENSG00000165655,84858,OTTHUMG00000018526,ZNF503,zinc finger protein 503
84870,ENSG00000146374,84870,OTTHUMG00000015521,RSPO3,R-spondin 3
84871,ENSG00000186094,84871,OTTHUMG00000007793,AGBL4,ATP/GTP binding protein-like 4
84875,ENSG00000178685,84875,OTTHUMG00000165408,PARP10,"poly (ADP-ribose) polymerase family, member 10"
84894,ENSG00000169783,84894,OTTHUMG00000172629,LINGO1,leucine rich repeat and Ig domain containing 1
84929,ENSG00000130720,84929,OTTHUMG00000020814,FIBCD1,fibrinogen C domain containing 1
84939,ENSG00000160953,84939,OTTHUMG00000180055,MUM1,melanoma associated antigen (mutated) 1
84966,ENSG00000117154,84966,OTTHUMG00000002432,IGSF21,"immunoglobin superfamily, member 21"
84969,ENSG00000124191,84969,OTTHUMG00000032517,TOX2,TOX high mobility group box family member 2
85460,ENSG00000178163,85460,OTTHUMG00000160060,ZNF518B,zinc finger protein 518B
85474,ENSG00000179528,85474,OTTHUMG00000170595,LBX2,ladybird homeobox 2
85477,ENSG00000006747,85477,OTTHUMG00000152385,SCIN,scinderin
89780,ENSG00000154342,89780,OTTHUMG00000037593,WNT3A,"wingless-type MMTV integration site family, member 3A"
89797,ENSG00000166833,89797,OTTHUMG00000151837,NAV2,neuron navigator 2
89884,ENSG00000121454,89884,OTTHUMG00000035115,LHX4,LIM homeobox 4
89927,ENSG00000166780,89927,OTTHUMG00000129883,C16orf45,chromosome 16 open reading frame 45
90113,ENSG00000145198,90113,OTTHUMG00000156820,VWA5B2,von Willebrand factor A domain containing 5B2
90427,ENSG00000104081,90427,OTTHUMG00000129875,BMF,Bcl2 modifying factor
90527,ENSG00000140254,90527,OTTHUMG00000131352,DUOXA1,dual oxidase maturation factor 1
90627,ENSG00000133121,90627,OTTHUMG00000016708,STARD13,StAR-related lipid transfer (START) domain containing 13
90952,ENSG00000149564,90952,OTTHUMG00000151986,ESAM,endothelial cell adhesion molecule
91300,ENSG00000198858,91300,OTTHUMG00000181899,R3HDM4,R3H domain containing 4
91522,ENSG00000050767,91522,OTTHUMG00000130890,COL23A1,"collagen, type XXIII, alpha 1"
91584,ENSG00000221866,91584,OTTHUMG00000155108,PLXNA4,plexin A4
91607,ENSG00000172716,91607,OTTHUMG00000132948,SLFN11,schlafen family member 11
91703,ENSG00000132744,91703,OTTHUMG00000167283,ACY3,aspartoacylase (aminocyclase) 3
91782,ENSG00000147457,91782,OTTHUMG00000131785,CHMP7,charged multivesicular body protein 7
92736,ENSG00000183034,92736,OTTHUMG00000179215,OTOP2,otopetrin 2
92979,ENSG00000139266,92979,OTTHUMG00000170456,9-Mar,membrane-associated ring finger (C3HC4) 9
93166,ENSG00000061455,93166,OTTHUMG00000150469,PRDM6,PR domain containing 6
93624,ENSG00000173011,93624,OTTHUMG00000159983,TADA2B,transcriptional adaptor 2B
93986,ENSG00000128573,93986,OTTHUMG00000023131,FOXP2,forkhead box P2
94027,ENSG00000196337,94027,OTTHUMG00000183339,CGB7,"chorionic gonadotropin, beta polypeptide 7"
94032,ENSG00000163888,94032,OTTHUMG00000156821,CAMK2N2,calcium/calmodulin-dependent protein kinase II inhibitor 2
94234,ENSG00000164379,94234,OTTHUMG00000016160,FOXQ1,forkhead box Q1
112616,ENSG00000153551,112616,OTTHUMG00000155869,CMTM7,CKLF-like MARVEL transmembrane domain containing 7
112703,ENSG00000142530,112703,OTTHUMG00000183041,FAM71E1,"family with sequence similarity 71, member E1"
113091,ENSG00000142538,113091,OTTHUMG00000183165,PTH2,parathyroid hormone 2
114299,ENSG00000243444,114299,OTTHUMG00000020479,PALM2,paralemmin 2
114788,ENSG00000164796,114788,OTTHUMG00000157027,CSMD3,CUB and Sushi multiple domains 3
114800,ENSG00000055813,114800,OTTHUMG00000152033,CCDC85A,coiled-coil domain containing 85A
114804,ENSG00000141576,114804,OTTHUMG00000132627,RNF157,ring finger protein 157
114818,ENSG00000119771,114818,OTTHUMG00000151899,KLHL29,kelch-like 29 (Drosophila)
114900,ENSG00000172247,114900,OTTHUMG00000166895,C1QTNF4,C1q and tumor necrosis factor related protein 4
114907,ENSG00000156804,114907,OTTHUMG00000164981,FBXO32,F-box protein 32
115207,ENSG00000178695,115207,OTTHUMG00000017096,KCTD12,potassium channel tetramerisation domain containing 12
116039,ENSG00000164920,116039,OTTHUMG00000164640,OSR2,odd-skipped related 2 (Drosophila)
116113,ENSG00000137166,116113,OTTHUMG00000014679,FOXP4,forkhead box P4
116135,ENSG00000179796,116135,OTTHUMG00000130572,LRRC3B,leucine rich repeat containing 3B
116154,ENSG00000087495,116154,OTTHUMG00000032869,PHACTR3,phosphatase and actin regulator 3
116159,ENSG00000166265,116159,OTTHUMG00000078689,CYYR1,cysteine/tyrosine-rich 1
116255,ENSG00000124003,116255,OTTHUMG00000153394,MOGAT1,monoacylglycerol O-acyltransferase 1
116372,ENSG00000150551,116372,OTTHUMG00000153609,LYPD1,LY6/PLAUR domain containing 1
116443,ENSG00000198785,116443,OTTHUMG00000020387,GRIN3A,"glutamate receptor, ionotropic, N-methyl-D-aspartate 3A"
116448,ENSG00000184221,116448,OTTHUMG00000065064,OLIG1,oligodendrocyte transcription factor 1
116496,ENSG00000135842,116496,OTTHUMG00000035388,FAM129A,"family with sequence similarity 129, member A"
116986,ENSG00000135439,116986,OTTHUMG00000170285,AGAP2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2"
117581,ENSG00000233608,117581,OTTHUMG00000152836,TWIST2,twist homolog 2 (Drosophila)
120237,ENSG00000109851,120237,OTTHUMG00000166043,DBX1,developing brain homeobox 1
121549,ENSG00000187855,121549,OTTHUMG00000156964,ASCL4,achaete-scute complex homolog 4 (Drosophila)
121551,ENSG00000151136,121551,OTTHUMG00000150413,BTBD11,BTB (POZ) domain containing 11
121643,ENSG00000139445,121643,OTTHUMG00000152868,FOXN4,forkhead box N4
123041,ENSG00000140090,123041,OTTHUMG00000167589,SLC24A4,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 4"
123099,ENSG00000168350,123099,OTTHUMG00000171537,DEGS2,"delta(4)-desaturase, sphingolipid 2"
124590,ENSG00000182040,124590,OTTHUMG00000178864,USH1G,Usher syndrome 1G (autosomal recessive)
124626,ENSG00000186075,124626,OTTHUMG00000133022,ZPBP2,zona pellucida binding protein 2
124842,ENSG00000181291,124842,OTTHUMG00000132927,TMEM132E,transmembrane protein 132E
124872,ENSG00000167080,124872,OTTHUMG00000161307,B4GALNT2,"beta-1,4-N-acetyl-galactosaminyl transferase 2"
124925,ENSG00000063015,124925,OTTHUMG00000168010,SEZ6,seizure related 6 homolog (mouse)
125704,ENSG00000187773,125704,OTTHUMG00000156984,FAM69C,"family with sequence similarity 69, member C"
126259,ENSG00000167664,126259,OTTHUMG00000181880,TMIGD2,transmembrane and immunoglobulin domain containing 2
126520,ENSG00000185988,126520,OTTHUMG00000180073,PLK5,polo-like kinase 5
126668,ENSG00000163239,126668,OTTHUMG00000037264,TDRD10,tudor domain containing 10
126669,ENSG00000169291,126669,OTTHUMG00000036072,SHE,Src homology 2 domain containing E
126755,ENSG00000162494,126755,OTTHUMG00000007918,LRRC38,leucine rich repeat containing 38
126820,ENSG00000162643,126820,OTTHUMG00000009953,WDR63,WD repeat domain 63
127435,ENSG00000174348,127435,OTTHUMG00000008934,PODN,podocan
127943,ENSG00000162746,127943,OTTHUMG00000133629,FCRLB,Fc receptor-like B
128077,ENSG00000152022,128077,OTTHUMG00000013741,LIX1L,Lix1 homolog (mouse)-like
128408,ENSG00000125533,128408,OTTHUMG00000032948,BHLHE23,"basic helix-loop-helix family, member e23"
128414,ENSG00000101198,128414,OTTHUMG00000032959,NKAIN4,Na+/K+ transporting ATPase interacting 4
128954,ENSG00000215568,128954,OTTHUMG00000149992,GAB4,"GRB2-associated binding protein family, member 4"
129080,ENSG00000186998,129080,OTTHUMG00000151013,EMID1,EMI domain containing 1
129684,ENSG00000155052,129684,OTTHUMG00000153356,CNTNAP5,contactin associated protein-like 5
129685,ENSG00000137413,129685,OTTHUMG00000014692,TAF8,"TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 43kDa"
129804,ENSG00000144152,129804,OTTHUMG00000153267,FBLN7,fibulin 7
130367,ENSG00000163082,130367,OTTHUMG00000133156,SGPP2,sphingosine-1-phosphate phosphatase 2
130399,ENSG00000123612,130399,OTTHUMG00000131964,ACVR1C,"activin A receptor, type IC"
130497,ENSG00000143867,130497,OTTHUMG00000088793,OSR1,odd-skipped related 1 (Drosophila)
131583,ENSG00000185112,131583,OTTHUMG00000156016,FAM43A,"family with sequence similarity 43, member A"
133060,ENSG00000163982,133060,OTTHUMG00000090301,OTOP1,otopetrin 1
134111,ENSG00000215218,134111,OTTHUMG00000161683,UBE2QL1,ubiquitin-conjugating enzyme E2Q family-like 1
135152,ENSG00000112309,135152,OTTHUMG00000014997,B3GAT2,"beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S)"
136259,ENSG00000174595,136259,OTTHUMG00000155002,KLF14,Kruppel-like factor 14
137814,ENSG00000180053,137814,OTTHUMG00000163867,NKX2-6,NK2 homeobox 6
138715,ENSG00000205143,138715,OTTHUMG00000000445,ARID3C,AT rich interactive domain 3C (BRIGHT-like)
140461,ENSG00000177981,140461,OTTHUMG00000167834,ASB8,ankyrin repeat and SOCS box containing 8
140628,ENSG00000130700,140628,OTTHUMG00000032919,GATA5,GATA binding protein 5
140679,ENSG00000101438,140679,OTTHUMG00000032457,SLC32A1,"solute carrier family 32 (GABA vesicular transporter), member 1"
140689,ENSG00000054803,140689,OTTHUMG00000032782,CBLN4,cerebellin 4 precursor
140731,ENSG00000124227,140731,OTTHUMG00000032837,ANKRD60,ankyrin repeat domain 60
144699,ENSG00000171823,144699,OTTHUMG00000090369,FBXL14,F-box and leucine-rich repeat protein 14
145258,ENSG00000133937,145258,OTTHUMG00000170864,GSC,goosecoid homeobox
145501,ENSG00000100593,145501,OTTHUMG00000158563,ISM2,isthmin 2 homolog (zebrafish)
145581,ENSG00000165379,145581,OTTHUMG00000140261,LRFN5,leucine rich repeat and fibronectin type III domain containing 5
146227,ENSG00000166546,146227,OTTHUMG00000173370,BEAN1,"brain expressed, associated with NEDD4, 1"
146325,ENSG00000161992,146325,OTTHUMG00000154104,C16orf11,chromosome 16 open reading frame 11
146330,ENSG00000127585,146330,OTTHUMG00000090420,FBXL16,F-box and leucine-rich repeat protein 16
146664,ENSG00000167889,146664,OTTHUMG00000177278,MGAT5B,"mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B"
146760,ENSG00000185924,146760,OTTHUMG00000180184,RTN4RL1,reticulon 4 receptor-like 1
147111,ENSG00000185269,147111,OTTHUMG00000154416,NOTUM,notum pectinacetylesterase homolog (Drosophila)
148398,ENSG00000187634,148398,OTTHUMG00000040719,SAMD11,sterile alpha motif domain containing 11
148741,ENSG00000198483,148741,OTTHUMG00000013743,ANKRD35,ankyrin repeat domain 35
148753,ENSG00000143340,148753,OTTHUMG00000035262,FAM163A,"family with sequence similarity 163, member A"
148808,ENSG00000174514,148808,OTTHUMG00000037197,MFSD4,major facilitator superfamily domain containing 4
148979,ENSG00000174332,148979,OTTHUMG00000008079,GLIS1,GLIS family zinc finger 1
149297,ENSG00000188859,149297,OTTHUMG00000034705,FAM78B,"family with sequence similarity 78, member B"
149461,ENSG00000164007,149461,OTTHUMG00000007524,CLDN19,claudin 19
149499,ENSG00000160838,149499,OTTHUMG00000041298,LRRC71,leucine rich repeat containing 71
150483,ENSG00000163060,150483,OTTHUMG00000130396,TEKT4,tektin 4
150677,ENSG00000178602,150677,OTTHUMG00000133351,OTOS,otospiralin
150726,ENSG00000163013,150726,OTTHUMG00000164127,FBXO41,F-box protein 41
150771,ENSG00000198885,150771,OTTHUMG00000155230,ITPRIPL1,"inositol 1,4,5-trisphosphate receptor interacting protein-like 1"
150786,ENSG00000222014,150786,OTTHUMG00000153487,RAB6C,"RAB6C, member RAS oncogene family"
151278,ENSG00000163081,151278,OTTHUMG00000133154,CCDC140,coiled-coil domain containing 140
151449,ENSG00000143869,151449,OTTHUMG00000090781,GDF7,growth differentiation factor 7
151473,ENSG00000163053,151473,OTTHUMG00000133205,SLC16A14,"solute carrier family 16, member 14 (monocarboxylic acid transporter 14)"
151647,ENSG00000163377,151647,OTTHUMG00000158744,FAM19A4,"family with sequence similarity 19 (chemokine (C-C motif)-like), member A4"
152007,ENSG00000122694,152007,OTTHUMG00000019900,GLIPR2,GLI pathogenesis-related 2
152330,ENSG00000144619,152330,OTTHUMG00000119031,CNTN4,contactin 4
152573,ENSG00000178343,152573,OTTHUMG00000161043,SHISA3,shisa homolog 3 (Xenopus laevis)
153478,ENSG00000153404,153478,OTTHUMG00000161570,PLEKHG4B,"pleckstrin homology domain containing, family G (with RhoGef domain) member 4B"
154790,ENSG00000236279,154790,OTTHUMG00000164900,CLEC2L,"C-type lectin domain family 2, member L"
157697,ENSG00000104714,157697,OTTHUMG00000129163,ERICH1,glutamate-rich 1
158067,ENSG00000165695,158067,OTTHUMG00000021009,AK8,adenylate kinase 8
158158,ENSG00000165105,158158,OTTHUMG00000020100,RASEF,RAS and EF-hand domain containing
159296,ENSG00000119919,159296,OTTHUMG00000018887,NKX2-3,NK2 homeobox 3
160728,ENSG00000256870,160728,OTTHUMG00000170499,SLC5A8,"solute carrier family 5 (iodide transporter), member 8"
161357,ENSG00000139915,161357,OTTHUMG00000029429,MDGA2,MAM domain containing glycosylphosphatidylinositol anchor 2
161436,ENSG00000165521,161436,OTTHUMG00000170811,EML5,echinoderm microtubule associated protein like 5
163404,ENSG00000117598,163404,OTTHUMG00000010738,LPPR5,Lipid phosphate phosphatase-related protein type 5
163782,ENSG00000132854,163782,OTTHUMG00000008971,KANK4,KN motif and ankyrin repeat domains 4
163933,ENSG00000183114,163933,OTTHUMG00000057491,FAM43B,"family with sequence similarity 43, member B"
164284,ENSG00000198768,164284,OTTHUMG00000032845,APCDD1L,adenomatosis polyposis coli down-regulated 1-like
164312,ENSG00000125872,164312,OTTHUMG00000031825,LRRN4,leucine rich repeat neuronal 4
164832,ENSG00000170500,164832,OTTHUMG00000130668,LONRF2,LON peptidase N-terminal domain and ring finger 2
165257,ENSG00000144119,165257,OTTHUMG00000153271,C1QL2,"complement component 1, q subcomponent-like 2"
166614,ENSG00000170390,166614,OTTHUMG00000161444,DCLK2,doublecortin-like kinase 2
166752,ENSG00000183090,166752,OTTHUMG00000161577,FREM3,FRAS1 related extracellular matrix 3
